,Player,Pos,gameweek,pWAS,ww_pWAS,WAR
0,Riyad Mahrez,F,10,0.3589,-0.015166666666666662,0.37406666666666666
1,Jack Grealish,M,10,0.23450000000000004,-0.05173333333333333,0.2862333333333334
2,Joelinton,F,10,0.21924999999999997,-0.015166666666666662,0.23441666666666663
4,Kevin De Bruyne,M,10,0.14090000000000003,-0.05173333333333333,0.19263333333333335
3,Pedro Neto,F,10,0.1767,-0.015166666666666662,0.19186666666666666
6,James Ward-Prowse,M,10,0.12631666666666666,-0.05173333333333333,0.17804999999999999
5,Darnell Furlong,D,10,0.18714999999999996,0.015416666666666634,0.17173333333333332
8,Jarrod Bowen,M,10,0.11703333333333332,-0.05173333333333333,0.16876666666666665
7,Benjamin Mendy,D,10,0.17184999999999997,0.015416666666666634,0.15643333333333334
13,Bruno Fernandes,M,10,0.09495000000000002,-0.05173333333333333,0.14668333333333336
10,Kyle Walker,D,10,0.15764999999999998,0.015416666666666634,0.14223333333333335
15,Matheus Pereira,M,10,0.0890666666666667,-0.05173333333333333,0.14080000000000004
12,Angelo Ogbonna,D,10,0.14681666666666668,0.015416666666666634,0.13140000000000004
9,Ademola Lookman,F,10,0.11038333333333332,-0.015166666666666662,0.12555
19,James Rodriguez,M,10,0.06893333333333336,-0.05173333333333333,0.1206666666666667
11,Callum Wilson,F,10,0.10078333333333334,-0.015166666666666662,0.11595
17,Kyle Bartley,D,10,0.13025,0.015416666666666634,0.11483333333333337
18,Ciaran Clark,D,10,0.1274833333333333,0.015416666666666634,0.11206666666666668
27,Pascal Gross,M,10,0.059666666666666646,-0.05173333333333333,0.11139999999999997
28,Daniel Podence,M,10,0.05663333333333331,-0.05173333333333333,0.10836666666666664
22,John Stones,D,10,0.12141666666666669,0.015416666666666634,0.10600000000000005
23,Reece James,D,10,0.11881666666666664,0.015416666666666634,0.1034
14,Marcus Rashford,F,10,0.08749999999999998,-0.015166666666666662,0.10266666666666664
24,Jamal Lewis,D,10,0.11585000000000001,0.015416666666666634,0.10043333333333337
30,Moussa Djenepo,M,10,0.04851666666666665,-0.05173333333333333,0.10024999999999998
26,Matthew Cash,D,10,0.11358333333333333,0.015416666666666634,0.0981666666666667
35,Conor Gallagher,M,10,0.042766666666666696,-0.05173333333333333,0.09450000000000003
33,Jack Harrison,M,10,0.04161666666666667,-0.05173333333333333,0.09335
29,Serge Aurier,D,10,0.10826666666666666,0.015416666666666634,0.09285000000000003
16,Danny Welbeck,F,10,0.07304999999999999,-0.015166666666666662,0.08821666666666665
21,Raphinha,F,10,0.06973333333333336,-0.015166666666666662,0.08490000000000002
20,Oliver McBurnie,F,10,0.06849999999999996,-0.015166666666666662,0.08366666666666663
31,Ben Chilwell,D,10,0.09601666666666664,0.015416666666666634,0.0806
34,Luke Ayling,D,10,0.09581666666666666,0.015416666666666634,0.08040000000000003
25,Ivan Cavaleiro,F,10,0.06148333333333337,-0.015166666666666662,0.07665000000000002
39,Andre-Frank Zambo Anguissa,M,10,0.0232166666666667,-0.05173333333333333,0.07495000000000003
40,James McArthur,M,10,0.020299999999999985,-0.05173333333333333,0.07203333333333331
36,Matt Targett,D,10,0.07993333333333334,0.015416666666666634,0.06451666666666671
51,Leander Dendoncker,M,10,0.005283333333333344,-0.05173333333333333,0.057016666666666674
41,Joe Rodon,D,10,0.07204999999999999,0.015416666666666634,0.056633333333333355
32,Richarlison,F,10,0.03936666666666666,-0.015166666666666662,0.05453333333333332
44,Nathaniel Phillips,D,10,0.0675,0.015416666666666634,0.05208333333333337
55,Jonjo Shelvey,M,10,-0.00044999999999998747,-0.05173333333333333,0.05128333333333335
54,N'Golo Kante,M,10,-0.0008999999999999934,-0.05173333333333333,0.05083333333333334
45,Javier Manquillo,D,10,0.06538333333333335,0.015416666666666634,0.049966666666666715
46,Eric Dier,D,10,0.06493333333333333,0.015416666666666634,0.049516666666666695
48,Robin Koch,D,10,0.06448333333333334,0.015416666666666634,0.0490666666666667
49,Federico Fernandez,D,10,0.06126666666666666,0.015416666666666634,0.04585000000000002
50,Gabriel Magalhaes,D,10,0.05943333333333334,0.015416666666666634,0.044016666666666704
59,Kalvin Phillips,M,10,-0.010133333333333328,-0.05173333333333333,0.041600000000000005
37,Ferran Torres,F,10,0.025249999999999995,-0.015166666666666662,0.040416666666666656
52,Antonee Robinson,D,10,0.05484999999999999,0.015416666666666634,0.039433333333333355
60,Tanguy Ndombele,M,10,-0.012899999999999986,-0.05173333333333333,0.038833333333333345
56,Jan Bednarek,D,10,0.05355000000000002,0.015416666666666634,0.03813333333333339
64,Mateo Kovacic,M,10,-0.01463333333333335,-0.05173333333333333,0.03709999999999998
66,Nemanja Matic,M,10,-0.016149999999999998,-0.05173333333333333,0.035583333333333335
61,Bukayo Saka,M,10,-0.016699999999999993,-0.05173333333333333,0.03503333333333334
38,Dominic Calvert-Lewin,F,10,0.018750000000000006,-0.015166666666666662,0.033916666666666664
63,Stuart Dallas,M,10,-0.018633333333333335,-0.05173333333333333,0.0331
70,Douglas Luiz,M,10,-0.020866666666666662,-0.05173333333333333,0.03086666666666667
57,Conor Townsend,D,10,0.04524999999999998,0.015416666666666634,0.029833333333333344
72,Oliver Burke,M,10,-0.022466666666666652,-0.05173333333333333,0.02926666666666668
73,Tom Davies,M,10,-0.022716666666666663,-0.05173333333333333,0.02901666666666667
42,Jamie Vardy,F,10,0.013766666666666668,-0.015166666666666662,0.028933333333333332
58,George Baldock,D,10,0.04384999999999998,0.015416666666666634,0.028433333333333345
43,Gabriel Jesus,F,10,0.012516666666666657,-0.015166666666666662,0.027683333333333317
69,Ashley Westwood,M,10,-0.025250000000000012,-0.05173333333333333,0.02648333333333332
47,Diogo Jota,F,10,0.006783333333333308,-0.015166666666666662,0.02194999999999997
62,Ruben Dias,D,10,0.03431666666666666,0.015416666666666634,0.018900000000000028
82,Fred,M,10,-0.033866666666666656,-0.05173333333333333,0.017866666666666677
67,Chris Basham,D,10,0.032433333333333314,0.015416666666666634,0.01701666666666668
78,Solly March,M,10,-0.03491666666666667,-0.05173333333333333,0.01681666666666666
81,Yves Bissouma,M,10,-0.03513333333333333,-0.05173333333333333,0.016600000000000004
83,Ilkay Gundogan,M,10,-0.03616666666666668,-0.05173333333333333,0.015566666666666652
71,Semi Ajayi,D,10,0.028266666666666662,0.015416666666666634,0.012850000000000028
74,Kurt Zouma,D,10,0.027699999999999985,0.015416666666666634,0.012283333333333351
75,Alex Telles,D,10,0.023749999999999976,0.015416666666666634,0.008333333333333342
76,Liam Cooper,D,10,0.023116666666666674,0.015416666666666634,0.00770000000000004
87,Oriol Romeu,M,10,-0.04463333333333334,-0.05173333333333333,0.007099999999999995
53,Willian,F,10,-0.008649999999999991,-0.015166666666666662,0.006516666666666671
86,Mateusz Klich,M,10,-0.04803333333333332,-0.05173333333333333,0.0037000000000000158
88,Harrison Reed,M,10,-0.04823333333333333,-0.05173333333333333,0.003500000000000003
91,Youri Tielemans,M,10,-0.048733333333333316,-0.05173333333333333,0.0030000000000000165
93,Stuart Armstrong,M,10,-0.04898333333333332,-0.05173333333333333,0.0027500000000000094
92,Dwight McNeil,M,10,-0.049850000000000005,-0.05173333333333333,0.0018833333333333271
79,Patrick van Aanholt,D,10,0.01723333333333336,0.015416666666666634,0.0018166666666667268
94,James Milner,M,10,-0.05113333333333333,-0.05173333333333333,0.0006000000000000033
95,Romaine Sawyers,M,10,-0.05281666666666666,-0.05173333333333333,-0.001083333333333325
90,Mason Mount,M,10,-0.05325,-0.05173333333333333,-0.0015166666666666662
84,Gary Cahill,D,10,0.012849999999999992,0.015416666666666634,-0.0025666666666666425
99,Tomas Soucek,M,10,-0.05591666666666667,-0.05173333333333333,-0.0041833333333333375
101,Trezeguet,M,10,-0.05608333333333334,-0.05173333333333333,-0.004350000000000007
102,Theo Walcott,M,10,-0.05611666666666667,-0.05173333333333333,-0.004383333333333336
104,John Fleck,M,10,-0.05688333333333332,-0.05173333333333333,-0.005149999999999988
103,Allan,M,10,-0.05754999999999999,-0.05173333333333333,-0.0058166666666666575
65,Bobby De Cordova-Reid,F,10,-0.022366666666666663,-0.015166666666666662,-0.0072000000000000015
68,Adama Traore,F,10,-0.02591666666666668,-0.015166666666666662,-0.01075000000000002
108,Josh Benson,M,10,-0.06255000000000001,-0.05173333333333333,-0.010816666666666676
107,Cheikhou Kouyate,M,10,-0.06351666666666667,-0.05173333333333333,-0.011783333333333333
112,Declan Rice,M,10,-0.06351666666666667,-0.05173333333333333,-0.011783333333333333
106,Hakim Ziyech,M,10,-0.06363333333333333,-0.05173333333333333,-0.0119
89,Aaron Wan-Bissaka,D,10,0.003183333333333316,0.015416666666666634,-0.012233333333333318
111,Andros Townsend,M,10,-0.06483333333333331,-0.05173333333333333,-0.01309999999999998
109,James Maddison,M,10,-0.06530000000000001,-0.05173333333333333,-0.013566666666666678
114,Alex Iwobi,M,10,-0.0667,-0.05173333333333333,-0.014966666666666663
115,Ezgjan Alioski,M,10,-0.06795000000000001,-0.05173333333333333,-0.016216666666666678
96,Andrew Robertson,D,10,-0.0008333333333333526,0.015416666666666634,-0.016249999999999987
98,Ben White,D,10,-0.0009833333333333176,0.015416666666666634,-0.016399999999999953
97,Thiago Silva,D,10,-0.0012166666666666808,0.015416666666666634,-0.016633333333333316
100,James Justin,D,10,-0.002966666666666673,0.015416666666666634,-0.018383333333333307
123,Joseph Willock,M,10,-0.07179999999999999,-0.05173333333333333,-0.020066666666666656
122,Granit Xhaka,M,10,-0.0727,-0.05173333333333333,-0.020966666666666668
105,Christian Fuchs,D,10,-0.007233333333333332,0.015416666666666634,-0.022649999999999965
77,Mohamed Salah,F,10,-0.03918333333333335,-0.015166666666666662,-0.024016666666666686
129,Abdoulaye Doucoure,M,10,-0.07616666666666666,-0.05173333333333333,-0.024433333333333328
80,Karlan Grant,F,10,-0.0398,-0.015166666666666662,-0.02463333333333334
116,Joachim Andersen,D,10,-0.012116666666666664,0.015416666666666634,-0.0275333333333333
130,Joao Moutinho,M,10,-0.07979999999999998,-0.05173333333333333,-0.02806666666666665
131,Sander Berge,M,10,-0.08005,-0.05173333333333333,-0.028316666666666664
113,Scott Dann,D,10,-0.013233333333333338,0.015416666666666634,-0.028649999999999974
117,Fabian Balbuena,D,10,-0.01693333333333334,0.015416666666666634,-0.032349999999999976
118,Branislav Ivanovic,D,10,-0.017466666666666648,0.015416666666666634,-0.03288333333333328
140,John McGinn,M,10,-0.08471666666666666,-0.05173333333333333,-0.03298333333333333
141,Eberechi Eze,M,10,-0.08576666666666666,-0.05173333333333333,-0.034033333333333325
121,Jonny Evans,D,10,-0.02074999999999999,0.015416666666666634,-0.036166666666666625
85,Patrick Bamford,F,10,-0.05185000000000001,-0.015166666666666662,-0.036683333333333346
147,Miguel Almiron,M,10,-0.09041666666666669,-0.05173333333333333,-0.038683333333333354
146,Fabinho,M,10,-0.09131666666666666,-0.05173333333333333,-0.039583333333333325
139,Tosin Adarabioyo,D,10,-0.024366666666666665,0.015416666666666634,-0.039783333333333296
124,Max Lowe,D,10,-0.02501666666666667,0.015416666666666634,-0.04043333333333331
127,Michael Keane,D,10,-0.025183333333333318,0.015416666666666634,-0.040599999999999956
128,Ezri Konsa Ngoyo,D,10,-0.02573333333333333,0.015416666666666634,-0.041149999999999964
134,Sergio Reguilon,D,10,-0.02586666666666665,0.015416666666666634,-0.04128333333333328
155,Pierre-Emile Hojbjerg,M,10,-0.09353333333333334,-0.05173333333333333,-0.04180000000000001
135,Victor Lindelof,D,10,-0.027249999999999996,0.015416666666666634,-0.04266666666666663
153,Donny van de Beek,M,10,-0.09493333333333333,-0.05173333333333333,-0.043199999999999995
157,Ben Godfrey,M,10,-0.09541666666666666,-0.05173333333333333,-0.04368333333333333
154,Dani Ceballos,M,10,-0.09589999999999999,-0.05173333333333333,-0.04416666666666665
138,Mason Holgate,D,10,-0.028783333333333345,0.015416666666666634,-0.044199999999999975
158,Sean Longstaff,M,10,-0.0961,-0.05173333333333333,-0.04436666666666667
156,Conor Hourihane,M,10,-0.09634999999999999,-0.05173333333333333,-0.04461666666666666
136,Lewis Dunk,D,10,-0.029649999999999992,0.015416666666666634,-0.04506666666666663
143,John Egan,D,10,-0.03006666666666667,0.015416666666666634,-0.045483333333333306
137,Ola Aina,D,10,-0.03086666666666667,0.015416666666666634,-0.0462833333333333
161,Georginio Wijnaldum,M,10,-0.09924999999999999,-0.05173333333333333,-0.04751666666666666
163,Moussa Sissoko,M,10,-0.09986666666666666,-0.05173333333333333,-0.04813333333333333
148,Marcal,D,10,-0.032966666666666665,0.015416666666666634,-0.0483833333333333
149,Joel Veltman,D,10,-0.03650000000000001,0.015416666666666634,-0.051916666666666646
150,Nelson Semedo,D,10,-0.039483333333333336,0.015416666666666634,-0.05489999999999997
166,Ruben Loftus-Cheek,M,10,-0.10678333333333334,-0.05173333333333333,-0.05505000000000001
151,Vladimir Coufal,D,10,-0.042233333333333345,0.015416666666666634,-0.05764999999999998
110,Che Adams,F,10,-0.07601666666666668,-0.015166666666666662,-0.060850000000000015
119,Harry Kane,F,10,-0.07878333333333333,-0.015166666666666662,-0.06361666666666667
172,Nampalys Mendy,M,10,-0.1158,-0.05173333333333333,-0.06406666666666666
160,Harry Maguire,D,10,-0.048783333333333324,0.015416666666666634,-0.06419999999999995
120,Jordan Ayew,F,10,-0.08046666666666667,-0.015166666666666662,-0.06530000000000001
165,Kean Bryan,D,10,-0.050083333333333334,0.015416666666666634,-0.06549999999999997
164,Aaron Cresswell,D,10,-0.051583333333333335,0.015416666666666634,-0.06699999999999998
133,Aaron Connolly,F,10,-0.08345000000000001,-0.015166666666666662,-0.06828333333333335
126,Tammy Abraham,F,10,-0.08421666666666668,-0.015166666666666662,-0.06905000000000001
132,Jay Rodriguez,F,10,-0.08606666666666668,-0.015166666666666662,-0.07090000000000002
174,Jeff Hendrick,M,10,-0.12291666666666667,-0.05173333333333333,-0.07118333333333335
125,Timo Werner,F,10,-0.08635000000000002,-0.015166666666666662,-0.07118333333333336
169,Tyrone Mings,D,10,-0.05591666666666667,0.015416666666666634,-0.0713333333333333
167,Willy Boly,D,10,-0.05793333333333334,0.015416666666666634,-0.07334999999999997
144,Ashley Barnes,F,10,-0.08979999999999999,-0.015166666666666662,-0.07463333333333333
142,Chris Wood,F,10,-0.09191666666666666,-0.015166666666666662,-0.07675
170,Adam Webster,D,10,-0.06343333333333333,0.015416666666666634,-0.07884999999999996
171,Charlie Taylor,D,10,-0.06505,0.015416666666666634,-0.08046666666666663
179,Jeffrey Schlupp,M,10,-0.1323,-0.05173333333333333,-0.08056666666666668
173,Wesley Fofana,D,10,-0.06578333333333335,0.015416666666666634,-0.08119999999999998
145,Pierre-Emerick Aubameyang,F,10,-0.0973,-0.015166666666666662,-0.08213333333333334
152,Ollie Watkins,F,10,-0.10143333333333332,-0.015166666666666662,-0.08626666666666666
162,Takumi Minamino,F,10,-0.10493333333333334,-0.015166666666666662,-0.08976666666666668
159,Son Heung-Min,F,10,-0.10498333333333332,-0.015166666666666662,-0.08981666666666666
178,Conor Coady,D,10,-0.07466666666666666,0.015416666666666634,-0.0900833333333333
176,Kyle Walker-Peters,D,10,-0.07491666666666667,0.015416666666666634,-0.09033333333333331
182,Pablo Fornals,M,10,-0.1429,-0.05173333333333333,-0.09116666666666667
177,Ryan Bertrand,D,10,-0.07996666666666664,0.015416666666666634,-0.09538333333333328
180,Nathaniel Clyne,D,10,-0.08076666666666667,0.015416666666666634,-0.0961833333333333
168,Roberto Firmino,F,10,-0.11723333333333331,-0.015166666666666662,-0.10206666666666665
181,Hector Bellerin,D,10,-0.08729999999999999,0.015416666666666634,-0.10271666666666662
183,James Tarkowski,D,10,-0.09526666666666667,0.015416666666666634,-0.1106833333333333
175,Callum Robinson,F,10,-0.12766666666666668,-0.015166666666666662,-0.11250000000000002
185,Jannik Vestergaard,D,10,-0.10341666666666666,0.015416666666666634,-0.11883333333333329
186,Kieran Tierney,D,10,-0.10709999999999999,0.015416666666666634,-0.12251666666666662
187,Ben Mee,D,10,-0.1221,0.015416666666666634,-0.13751666666666662
184,Steven Bergwijn,F,10,-0.15581666666666666,-0.015166666666666662,-0.14065
188,Matthew Lowton,D,10,-0.13543333333333332,0.015416666666666634,-0.15084999999999996
0,Christian Benteke,F,11,0.25248333333333334,-0.031299999999999994,0.28378333333333333
1,Wilfried Zaha,M,11,0.2162666666666667,-0.0602,0.2764666666666667
2,Kevin De Bruyne,M,11,0.20296666666666666,-0.0602,0.26316666666666666
4,Jannik Vestergaard,D,11,0.2107,-0.04601666666666667,0.25671666666666665
3,Mason Mount,M,11,0.17231666666666667,-0.0602,0.23251666666666668
14,Joel Matip,D,11,0.13143333333333332,-0.04601666666666667,0.17745
16,Patrick van Aanholt,D,11,0.12571666666666667,-0.04601666666666667,0.17173333333333335
8,Jordan Henderson,M,11,0.11134999999999999,-0.0602,0.17154999999999998
5,Mohamed Salah,F,11,0.12120000000000002,-0.031299999999999994,0.15250000000000002
12,Robbie Brady,M,11,0.09098333333333335,-0.0602,0.15118333333333334
23,Reece James,D,11,0.10285000000000004,-0.04601666666666667,0.1488666666666667
7,Olivier Giroud,F,11,0.11136666666666666,-0.031299999999999994,0.14266666666666666
6,Raheem Sterling,F,11,0.10906666666666665,-0.031299999999999994,0.14036666666666664
27,Antonee Robinson,D,11,0.09238333333333333,-0.04601666666666667,0.1384
29,Alex Telles,D,11,0.09038333333333333,-0.04601666666666667,0.1364
17,Ayoze Perez,M,11,0.07455,-0.0602,0.13475
15,James Ward-Prowse,M,11,0.07443333333333335,-0.0602,0.13463333333333335
31,Joao Cancelo,D,11,0.08395000000000004,-0.04601666666666667,0.1299666666666667
18,Eberechi Eze,M,11,0.06560000000000003,-0.0602,0.12580000000000002
20,Andre-Frank Zambo Anguissa,M,11,0.06319999999999996,-0.0602,0.12339999999999995
19,Pascal Gross,M,11,0.06223333333333336,-0.0602,0.12243333333333337
34,Serge Aurier,D,11,0.07629999999999999,-0.04601666666666667,0.12231666666666666
35,Kurt Zouma,D,11,0.073,-0.04601666666666667,0.11901666666666666
9,Harry Kane,F,11,0.08708333333333333,-0.031299999999999994,0.11838333333333333
22,Tomas Soucek,M,11,0.05729999999999998,-0.0602,0.11749999999999998
10,Timo Werner,F,11,0.08611666666666666,-0.031299999999999994,0.11741666666666666
37,Toby Alderweireld,D,11,0.07106666666666668,-0.04601666666666667,0.11708333333333334
11,Son Heung-Min,F,11,0.08539999999999999,-0.031299999999999994,0.11669999999999998
21,Paul Pogba,M,11,0.0551,-0.0602,0.1153
39,Andrew Robertson,D,11,0.0631333333333333,-0.04601666666666667,0.10914999999999997
13,Richarlison,F,11,0.07775000000000003,-0.031299999999999994,0.10905000000000002
30,Georginio Wijnaldum,M,11,0.03850000000000001,-0.0602,0.09870000000000001
33,Matt Phillips,M,11,0.03533333333333336,-0.0602,0.09553333333333336
47,Yerry Mina,D,11,0.049350000000000005,-0.04601666666666667,0.09536666666666668
