,Player,Pos,gameweek,pWAS,ww_pWAS,WAR
134,Bobby De Cordova-Reid,F,4,-0.08903333333333334,-0.054466666666666684,-0.034566666666666655
161,Maxime Le Marchand,D,4,-0.05848333333333333,-0.02348333333333334,-0.03499999999999999
162,Jack Robinson,D,4,-0.05848333333333333,-0.02348333333333334,-0.03499999999999999
125,Dale Stephens,M,4,-0.07941666666666668,-0.04098333333333334,-0.03843333333333334
128,Wilfried Zaha,M,4,-0.08053333333333333,-0.04098333333333334,-0.039549999999999995
132,Jeff Hendrick,M,4,-0.08063333333333333,-0.04098333333333334,-0.03965
163,Jonny Evans,D,4,-0.06376666666666665,-0.02348333333333334,-0.04028333333333331
138,Patrick Bamford,F,4,-0.09475,-0.054466666666666684,-0.04028333333333332
129,Daniel Podence,M,4,-0.0817,-0.04098333333333334,-0.04071666666666666
165,Semi Ajayi,D,4,-0.06461666666666666,-0.02348333333333334,-0.04113333333333331
142,Ivan Cavaleiro,F,4,-0.09661666666666668,-0.054466666666666684,-0.04215
143,Steven Alzate,F,4,-0.09675,-0.054466666666666684,-0.04228333333333332
131,N'Golo Kante,M,4,-0.08405000000000001,-0.04098333333333334,-0.04306666666666668
145,Callum Robinson,F,4,-0.09783333333333333,-0.054466666666666684,-0.043366666666666644
141,Ayoze Perez,M,4,-0.08499999999999998,-0.04098333333333334,-0.04401666666666664
166,Michael Keane,D,4,-0.07029999999999999,-0.02348333333333334,-0.046816666666666645
167,Joel Ward,D,4,-0.07176666666666666,-0.02348333333333334,-0.04828333333333332
140,Rodrigo,M,4,-0.0897,-0.04098333333333334,-0.048716666666666665
144,Jake Livermore,M,4,-0.09023333333333333,-0.04098333333333334,-0.049249999999999995
146,Tom Cairney,M,4,-0.09098333333333332,-0.04098333333333334,-0.04999999999999998
169,Jamal Lewis,D,4,-0.07618333333333333,-0.02348333333333334,-0.05269999999999998
168,Kevin Long,D,4,-0.0768,-0.02348333333333334,-0.05331666666666665
149,Eberechi Eze,M,4,-0.09581666666666667,-0.04098333333333334,-0.05483333333333334
150,Sander Berge,M,4,-0.09668333333333333,-0.04098333333333334,-0.05569999999999999
171,Lewis Dunk,D,4,-0.08198333333333334,-0.02348333333333334,-0.058499999999999996
170,Ben White,D,4,-0.08271666666666667,-0.02348333333333334,-0.05923333333333333
154,Ruben Neves,M,4,-0.10148333333333333,-0.04098333333333334,-0.06049999999999999
172,Virgil van Dijk,D,4,-0.08560000000000001,-0.02348333333333334,-0.06211666666666667
160,Douglas Luiz,M,4,-0.10393333333333334,-0.04098333333333334,-0.06295
174,Adam Webster,D,4,-0.08660000000000001,-0.02348333333333334,-0.06311666666666667
173,Andrew Robertson,D,4,-0.08981666666666666,-0.02348333333333334,-0.06633333333333331
176,Tyrick Mitchell,D,4,-0.09043333333333332,-0.02348333333333334,-0.06694999999999998
177,Trent Alexander-Arnold,D,4,-0.09203333333333331,-0.02348333333333334,-0.06854999999999997
178,Mamadou Sakho,D,4,-0.09246666666666666,-0.02348333333333334,-0.06898333333333331
164,Nampalys Mendy,M,4,-0.11366666666666668,-0.04098333333333334,-0.07268333333333335
179,Joseph Gomez,D,4,-0.10291666666666666,-0.02348333333333334,-0.07943333333333331
180,Luke Shaw,D,4,-0.10590000000000001,-0.02348333333333334,-0.08241666666666667
181,Aaron Wan-Bissaka,D,4,-0.10825,-0.02348333333333334,-0.08476666666666666
182,Harry Maguire,D,4,-0.11096666666666666,-0.02348333333333334,-0.08748333333333332
175,Cheikhou Kouyate,M,4,-0.13854999999999998,-0.04098333333333334,-0.09756666666666663
183,Eric Bailly,D,4,-0.12268333333333332,-0.02348333333333334,-0.09919999999999998
0,Bruno Fernandes,M,5,0.32275,-0.03673333333333332,0.3594833333333333
1,Harry Kane,F,5,0.2606833333333333,-0.06618333333333336,0.3268666666666667
2,Marcus Rashford,F,5,0.23865,-0.06618333333333336,0.30483333333333335
3,Timo Werner,F,5,0.19696666666666665,-0.06618333333333336,0.26315
4,Son Heung-Min,F,5,0.15374999999999997,-0.06618333333333336,0.21993333333333331
5,Harry Maguire,D,5,0.15336666666666668,-0.04195000000000001,0.1953166666666667
7,Maximilian Kilman,D,5,0.14728333333333332,-0.04195000000000001,0.18923333333333334
6,Ademola Lookman,F,5,0.10994999999999999,-0.06618333333333336,0.17613333333333336
9,Lucas Digne,D,5,0.121,-0.04195000000000001,0.16295
10,Aaron Wan-Bissaka,D,5,0.11811666666666665,-0.04195000000000001,0.16006666666666666
8,Che Adams,F,5,0.0881,-0.06618333333333336,0.15428333333333336
12,Theo Walcott,M,5,0.11663333333333332,-0.03673333333333332,0.15336666666666665
13,James Tarkowski,D,5,0.10634999999999999,-0.04195000000000001,0.1483
14,Darnell Furlong,D,5,0.10523333333333336,-0.04195000000000001,0.14718333333333336
15,Conor Townsend,D,5,0.1052,-0.04195000000000001,0.14715
17,Ben Chilwell,D,5,0.09366666666666668,-0.04195000000000001,0.1356166666666667
11,Mohamed Salah,F,5,0.06635000000000002,-0.06618333333333336,0.1325333333333334
18,Jack Grealish,M,5,0.09578333333333333,-0.03673333333333332,0.13251666666666664
19,Chris Basham,D,5,0.08479999999999999,-0.04195000000000001,0.12675
16,Sadio Mane,F,5,0.053316666666666644,-0.06618333333333336,0.1195
20,Joao Cancelo,D,5,0.07703333333333336,-0.04195000000000001,0.11898333333333336
23,Ross Barkley,M,5,0.08023333333333334,-0.03673333333333332,0.11696666666666666
22,James Rodriguez,M,5,0.07841666666666669,-0.03673333333333332,0.11515
24,Matthew Cash,D,5,0.0702,-0.04195000000000001,0.11215
29,Juan Mata,M,5,0.06988333333333334,-0.03673333333333332,0.10661666666666667
25,Nelson Semedo,D,5,0.06383333333333334,-0.04195000000000001,0.10578333333333334
33,Tom Cairney,M,5,0.06456666666666666,-0.03673333333333332,0.10129999999999997
28,Matt Targett,D,5,0.05834999999999998,-0.04195000000000001,0.10029999999999999
30,Branislav Ivanovic,D,5,0.05684999999999999,-0.04195000000000001,0.0988
32,Dwight McNeil,M,5,0.06189999999999999,-0.03673333333333332,0.09863333333333331
36,Matheus Pereira,M,5,0.05856666666666669,-0.03673333333333332,0.09530000000000001
35,Erik Pieters,D,5,0.050783333333333326,-0.04195000000000001,0.09273333333333333
21,Dominic Calvert-Lewin,F,5,0.024599999999999993,-0.06618333333333336,0.09078333333333335
34,Andrew Robertson,D,5,0.048766666666666625,-0.04195000000000001,0.09071666666666664
37,Ahmed Hegazi,D,5,0.045033333333333335,-0.04195000000000001,0.08698333333333334
43,Bukayo Saka,M,5,0.048883333333333355,-0.03673333333333332,0.08561666666666667
39,Michael Keane,D,5,0.04240000000000003,-0.04195000000000001,0.08435000000000004
40,Phil Foden,M,5,0.04760000000000001,-0.03673333333333332,0.08433333333333333
42,Kai Havertz,M,5,0.04691666666666664,-0.03673333333333332,0.08364999999999996
41,Allan Saint-Maximin,M,5,0.04666666666666667,-0.03673333333333332,0.08339999999999999
27,Oliver McBurnie,F,5,0.01491666666666667,-0.06618333333333336,0.08110000000000003
26,Danny Ings,F,5,0.014649999999999977,-0.06618333333333336,0.08083333333333334
44,Ezri Konsa Ngoyo,D,5,0.0325333333333333,-0.04195000000000001,0.07448333333333332
31,Raul Jimenez,F,5,0.007783333333333327,-0.06618333333333336,0.07396666666666668
47,Leander Dendoncker,M,5,0.03488333333333334,-0.03673333333333332,0.07161666666666666
45,John McGinn,M,5,0.03456666666666667,-0.03673333333333332,0.07129999999999999
49,Wilfried Zaha,M,5,0.03218333333333331,-0.03673333333333332,0.06891666666666663
48,Wesley Fofana,D,5,0.024916666666666625,-0.04195000000000001,0.06686666666666663
46,Tariq Lamptey,D,5,0.024899999999999995,-0.04195000000000001,0.06685
50,Jack Harrison,M,5,0.028533333333333372,-0.03673333333333332,0.0652666666666667
38,Raheem Sterling,F,5,-0.001766666666666657,-0.06618333333333336,0.0644166666666667
51,Tyrone Mings,D,5,0.020050000000000012,-0.04195000000000001,0.06200000000000002
55,Ayoze Perez,M,5,0.023266666666666658,-0.03673333333333332,0.05999999999999998
52,Aaron Cresswell,D,5,0.01630000000000002,-0.04195000000000001,0.058250000000000024
56,Thiago,M,5,0.018283333333333318,-0.03673333333333332,0.05501666666666664
54,Romain Saiss,D,5,0.01300000000000003,-0.04195000000000001,0.05495000000000004
62,Solly March,M,5,0.01676666666666667,-0.03673333333333332,0.05349999999999999
58,Conor Coady,D,5,0.009616666666666662,-0.04195000000000001,0.05156666666666667
60,Jorginho,M,5,0.01423333333333332,-0.03673333333333332,0.05096666666666664
59,Kevin Long,D,5,0.006999999999999988,-0.04195000000000001,0.048949999999999994
64,Jeffrey Schlupp,M,5,0.007550000000000001,-0.03673333333333332,0.04428333333333332
63,Ben White,D,5,0.001883333333333348,-0.04195000000000001,0.043833333333333356
67,Trezeguet,M,5,0.0028166666666666527,-0.03673333333333332,0.039549999999999974
68,Scott McTominay,M,5,1.666666666666483e-05,-0.03673333333333332,0.036749999999999984
53,Riyad Mahrez,F,5,-0.03043333333333333,-0.06618333333333336,0.03575000000000003
70,Jannik Vestergaard,D,5,-0.008383333333333335,-0.04195000000000001,0.033566666666666675
72,Jonjo Shelvey,M,5,-0.0037166666666666828,-0.03673333333333332,0.03301666666666664
66,Ruben Dias,D,5,-0.010099999999999998,-0.04195000000000001,0.03185000000000001
71,Antonee Robinson,D,5,-0.010399999999999984,-0.04195000000000001,0.03155000000000002
73,Ruben Loftus-Cheek,M,5,-0.005816666666666674,-0.03673333333333332,0.030916666666666644
80,Johann Gudmundsson,M,5,-0.005916666666666663,-0.03673333333333332,0.030816666666666655
74,Robin Koch,D,5,-0.012116666666666664,-0.04195000000000001,0.029833333333333344
75,Fabian Balbuena,D,5,-0.012533333333333322,-0.04195000000000001,0.029416666666666688
57,Rodrigo Moreno,F,5,-0.03696666666666667,-0.06618333333333336,0.02921666666666669
83,Moussa Sissoko,M,5,-0.008616666666666698,-0.03673333333333332,0.028116666666666623
69,Kyle Walker,D,5,-0.013983333333333348,-0.04195000000000001,0.02796666666666666
77,Kurt Zouma,D,5,-0.014066666666666653,-0.04195000000000001,0.027883333333333357
79,Sergio Reguilon,D,5,-0.01655000000000001,-0.04195000000000001,0.0254
81,Tim Ream,D,5,-0.018316666666666648,-0.04195000000000001,0.02363333333333336
78,Willy Boly,D,5,-0.01856666666666666,-0.04195000000000001,0.02338333333333335
61,Pedro Neto,F,5,-0.044333333333333336,-0.06618333333333336,0.021850000000000022
85,Daniel Podence,M,5,-0.01715,-0.03673333333333332,0.01958333333333332
88,Josh Brownhill,M,5,-0.01874999999999999,-0.03673333333333332,0.01798333333333333
84,James Justin,D,5,-0.02528333333333334,-0.04195000000000001,0.016666666666666666
90,Christian Pulisic,M,5,-0.022016666666666667,-0.03673333333333332,0.014716666666666652
89,Sander Berge,M,5,-0.022300000000000004,-0.03673333333333332,0.014433333333333315
86,Serge Aurier,D,5,-0.028183333333333338,-0.04195000000000001,0.01376666666666667
65,Callum Wilson,F,5,-0.05345000000000002,-0.06618333333333336,0.01273333333333334
91,Youri Tielemans,M,5,-0.02431666666666667,-0.03673333333333332,0.012416666666666649
103,Oliver Norwood,M,5,-0.025866666666666666,-0.03673333333333332,0.010866666666666653
92,Fred,M,5,-0.02701666666666667,-0.03673333333333332,0.009716666666666648
97,Dani Ceballos,M,5,-0.027099999999999996,-0.03673333333333332,0.009633333333333324
98,Jordan Henderson,M,5,-0.028099999999999997,-0.03673333333333332,0.008633333333333323
101,John Lundstram,M,5,-0.03043333333333333,-0.03673333333333332,0.00629999999999999
76,Kelechi Iheanacho,F,5,-0.0603,-0.06618333333333336,0.0058833333333333585
99,Grady Diangana,M,5,-0.030983333333333325,-0.03673333333333332,0.005749999999999995
106,Conor Gallagher,M,5,-0.03206666666666667,-0.03673333333333332,0.004666666666666652
93,Jonny Evans,D,5,-0.037450000000000004,-0.04195000000000001,0.004500000000000004
100,John Egan,D,5,-0.038483333333333335,-0.04195000000000001,0.0034666666666666734
102,Charlie Taylor,D,5,-0.03974999999999999,-0.04195000000000001,0.0022000000000000214
112,Joao Moutinho,M,5,-0.035533333333333326,-0.03673333333333332,0.0011999999999999927
105,Adam Webster,D,5,-0.04143333333333334,-0.04195000000000001,0.0005166666666666653
109,Bernardo Silva,M,5,-0.036850000000000015,-0.03673333333333332,-0.00011666666666669545
107,Vladimir Coufal,D,5,-0.04213333333333332,-0.04195000000000001,-0.00018333333333331314
116,Harvey Barnes,M,5,-0.038049999999999994,-0.03673333333333332,-0.0013166666666666743
120,Daniel James,M,5,-0.040566666666666674,-0.03673333333333332,-0.0038333333333333552
119,Nampalys Mendy,M,5,-0.04068333333333333,-0.03673333333333332,-0.003950000000000009
114,Tosin Adarabioyo,D,5,-0.04681666666666665,-0.04195000000000001,-0.004866666666666644
82,Aleksandar Mitrovic,F,5,-0.07131666666666665,-0.06618333333333336,-0.005133333333333295
118,N'Golo Kante,M,5,-0.04355000000000001,-0.03673333333333332,-0.006816666666666693
115,Emil Krafth,D,5,-0.05014999999999999,-0.04195000000000001,-0.008199999999999985
127,Jeff Hendrick,M,5,-0.04513333333333334,-0.03673333333333332,-0.008400000000000019
125,Stuart Dallas,M,5,-0.045599999999999995,-0.03673333333333332,-0.008866666666666675
87,Ashley Barnes,F,5,-0.07528333333333333,-0.06618333333333336,-0.00909999999999997
124,Pierre-Emile Hojbjerg,M,5,-0.04694999999999999,-0.03673333333333332,-0.010216666666666673
126,Rodrigo,M,5,-0.04694999999999999,-0.03673333333333332,-0.010216666666666673
121,Andros Townsend,M,5,-0.04786666666666667,-0.03673333333333332,-0.01113333333333335
122,Tomas Soucek,M,5,-0.050450000000000016,-0.03673333333333332,-0.013716666666666696
132,Leandro Trossard,M,5,-0.05046666666666666,-0.03673333333333332,-0.01373333333333334
131,Mason Mount,M,5,-0.05118333333333334,-0.03673333333333332,-0.014450000000000018
123,Enda Stevens,D,5,-0.057433333333333336,-0.04195000000000001,-0.015483333333333328
129,Ola Aina,D,5,-0.05805000000000001,-0.04195000000000001,-0.016100000000000003
128,Jamal Lewis,D,5,-0.05854999999999999,-0.04195000000000001,-0.016599999999999983
135,Michail Antonio,M,5,-0.054333333333333345,-0.03673333333333332,-0.017600000000000025
133,Hector Bellerin,D,5,-0.060316666666666664,-0.04195000000000001,-0.018366666666666656
130,Nathan Ake,D,5,-0.06046666666666667,-0.04195000000000001,-0.01851666666666666
104,Ivan Cavaleiro,F,5,-0.08556666666666668,-0.06618333333333336,-0.019383333333333322
95,Sergio Aguero,F,5,-0.08568333333333332,-0.06618333333333336,-0.019499999999999962
137,Mateusz Klich,M,5,-0.057433333333333336,-0.03673333333333332,-0.020700000000000017
136,James Ward-Prowse,M,5,-0.057466666666666645,-0.03673333333333332,-0.020733333333333326
140,Yves Bissouma,M,5,-0.05751666666666666,-0.03673333333333332,-0.02078333333333334
141,Filip Krovinovic,M,5,-0.05851666666666666,-0.03673333333333332,-0.021783333333333342
134,George Baldock,D,5,-0.06405,-0.04195000000000001,-0.022099999999999988
96,Nicolas Pepe,F,5,-0.08891666666666666,-0.06618333333333336,-0.0227333333333333
138,Luke Ayling,D,5,-0.06501666666666667,-0.04195000000000001,-0.02306666666666666
143,Abdoulaye Doucoure,M,5,-0.060416666666666674,-0.03673333333333332,-0.023683333333333355
94,Roberto Firmino,F,5,-0.09086666666666667,-0.06618333333333336,-0.024683333333333307
111,Ollie Watkins,F,5,-0.09123333333333335,-0.06618333333333336,-0.02504999999999999
139,David Luiz,D,5,-0.0674,-0.04195000000000001,-0.025449999999999993
110,Neal Maupay,F,5,-0.09191666666666665,-0.06618333333333336,-0.02573333333333329
108,Pierre-Emerick Aubameyang,F,5,-0.09210000000000002,-0.06618333333333336,-0.025916666666666657
145,Pablo Fornals,M,5,-0.06278333333333336,-0.03673333333333332,-0.02605000000000004
146,Tanguy Ndombele,M,5,-0.06318333333333333,-0.03673333333333332,-0.026450000000000008
113,Michy Batshuayi,F,5,-0.09336666666666667,-0.06618333333333336,-0.02718333333333331
150,Andre-Frank Zambo Anguissa,M,5,-0.06763333333333334,-0.03673333333333332,-0.030900000000000018
148,Gary Cahill,D,5,-0.07311666666666666,-0.04195000000000001,-0.031166666666666655
149,Jarrod Bowen,M,5,-0.06840000000000002,-0.03673333333333332,-0.0316666666666667
117,Willian,F,5,-0.09926666666666667,-0.06618333333333336,-0.03308333333333331
157,Jake Livermore,M,5,-0.07253333333333334,-0.03673333333333332,-0.03580000000000002
154,Declan Rice,M,5,-0.07263333333333331,-0.03673333333333332,-0.035899999999999994
156,Douglas Luiz,M,5,-0.07461666666666666,-0.03673333333333332,-0.037883333333333345
159,Oriol Romeu,M,5,-0.0775,-0.03673333333333332,-0.04076666666666668
153,Trent Alexander-Arnold,D,5,-0.08291666666666665,-0.04195000000000001,-0.040966666666666644
160,Jairo Riedewald,M,5,-0.07888333333333332,-0.03673333333333332,-0.04215
155,Victor Lindelof,D,5,-0.08493333333333332,-0.04195000000000001,-0.04298333333333331
158,Gabriel Magalhaes,D,5,-0.08876666666666667,-0.04195000000000001,-0.046816666666666666
172,Andre Gomes,M,5,-0.08538333333333335,-0.03673333333333332,-0.048650000000000033
162,Ashley Westwood,M,5,-0.08631666666666667,-0.03673333333333332,-0.04958333333333335
169,Nathan Redmond,M,5,-0.08741666666666668,-0.03673333333333332,-0.050683333333333365
171,Adam Lallana,M,5,-0.08803333333333334,-0.03673333333333332,-0.05130000000000002
161,Kieran Tierney,D,5,-0.09434999999999999,-0.04195000000000001,-0.05239999999999998
170,Dennis Praet,M,5,-0.08955,-0.03673333333333332,-0.052816666666666685
142,Patrick Bamford,F,5,-0.11903333333333332,-0.06618333333333336,-0.052849999999999966
163,Luke Shaw,D,5,-0.09511666666666667,-0.04195000000000001,-0.05316666666666666
165,Dan Burn,D,5,-0.09526666666666667,-0.04195000000000001,-0.05331666666666666
144,Helder Costa,F,5,-0.1205,-0.06618333333333336,-0.05431666666666664
168,Kyle Walker-Peters,D,5,-0.09700000000000002,-0.04195000000000001,-0.05505000000000001
164,Joel Matip,D,5,-0.09701666666666665,-0.04195000000000001,-0.055066666666666646
173,Fabinho,M,5,-0.09261666666666668,-0.03673333333333332,-0.05588333333333336
166,Pascal Struijk,D,5,-0.09791666666666667,-0.04195000000000001,-0.05596666666666666
147,Joelinton,F,5,-0.12301666666666666,-0.06618333333333336,-0.056833333333333305
152,Karlan Grant,F,5,-0.12641666666666665,-0.06618333333333336,-0.06023333333333329
151,Steven Bergwijn,F,5,-0.12653333333333333,-0.06618333333333336,-0.06034999999999997
179,Granit Xhaka,M,5,-0.09995,-0.03673333333333332,-0.06321666666666667
175,Joel Ward,D,5,-0.10578333333333335,-0.04195000000000001,-0.06383333333333335
174,Timothy Castagne,D,5,-0.10701666666666666,-0.04195000000000001,-0.06506666666666666
176,Allan,M,5,-0.10311666666666665,-0.03673333333333332,-0.06638333333333332
178,Cheikhou Kouyate,M,5,-0.10413333333333334,-0.03673333333333332,-0.06740000000000002
180,Andreas Christensen,D,5,-0.10958333333333335,-0.04195000000000001,-0.06763333333333335
183,Kalvin Phillips,M,5,-0.10518333333333335,-0.03673333333333332,-0.06845000000000004
177,Toby Alderweireld,D,5,-0.11261666666666666,-0.04195000000000001,-0.07066666666666666
184,Arthur Masuaku,D,5,-0.11331666666666668,-0.04195000000000001,-0.07136666666666666
182,Yerry Mina,D,5,-0.11366666666666668,-0.04195000000000001,-0.07171666666666668
185,James McArthur,M,5,-0.11003333333333333,-0.03673333333333332,-0.0733
186,Jan Bednarek,D,5,-0.12025000000000001,-0.04195000000000001,-0.07830000000000001
187,Lewis Dunk,D,5,-0.12195,-0.04195000000000001,-0.07999999999999999
167,Chris Wood,F,5,-0.14755,-0.06618333333333336,-0.08136666666666663
189,Cesar Azpilicueta,D,5,-0.12751666666666667,-0.04195000000000001,-0.08556666666666665
188,Tyrick Mitchell,D,5,-0.12823333333333334,-0.04195000000000001,-0.08628333333333332
190,Ryan Bertrand,D,5,-0.12846666666666665,-0.04195000000000001,-0.08651666666666663
181,David McGoldrick,F,5,-0.15791666666666668,-0.06618333333333336,-0.09173333333333332
191,Angelo Ogbonna,D,5,-0.13798333333333335,-0.04195000000000001,-0.09603333333333333
192,Jamaal Lascelles,D,5,-0.13858333333333334,-0.04195000000000001,-0.09663333333333332
193,Federico Fernandez,D,5,-0.14783333333333334,-0.04195000000000001,-0.10588333333333333
194,Richarlison,F,5,-0.19766666666666666,-0.06618333333333336,-0.13148333333333329
195,Davinson Sanchez,D,5,-0.21486666666666665,-0.04195000000000001,-0.17291666666666664
0,Patrick Bamford,F,6,0.33,0.0056666666666666905,0.3243333333333333
1,Wilfried Zaha,M,6,0.2924833333333333,-0.02345000000000001,0.31593333333333334
2,Tom Cairney,M,6,0.21745,-0.02345000000000001,0.2409
4,James Ward-Prowse,M,6,0.17211666666666667,-0.02345000000000001,0.19556666666666667
6,Matt Doherty,D,6,0.15174999999999997,-0.02723333333333333,0.1789833333333333
8,Joao Cancelo,D,6,0.12466666666666666,-0.02723333333333333,0.15189999999999998
9,Jairo Riedewald,M,6,0.12663333333333335,-0.02345000000000001,0.15008333333333335
3,Sadio Mane,F,6,0.14331666666666665,0.0056666666666666905,0.13764999999999997
13,Jacob Murphy,M,6,0.10684999999999996,-0.02345000000000001,0.13029999999999997
17,Kurt Zouma,D,6,0.09851666666666666,-0.02723333333333333,0.12574999999999997
5,Danny Ings,F,6,0.13038333333333332,0.0056666666666666905,0.12471666666666663
16,Harry Maguire,D,6,0.09486666666666665,-0.02723333333333333,0.12209999999999999
15,Ben Chilwell,D,6,0.09141666666666666,-0.02723333333333333,0.11864999999999999
14,Bruno Fernandes,M,6,0.09411666666666667,-0.02345000000000001,0.11756666666666668
7,Raul Jimenez,F,6,0.11333333333333333,0.0056666666666666905,0.10766666666666663
19,Sander Berge,M,6,0.08415000000000002,-0.02345000000000001,0.10760000000000003
20,Robin Koch,D,6,0.07328333333333333,-0.02723333333333333,0.10051666666666666
25,Toby Alderweireld,D,6,0.06896666666666666,-0.02723333333333333,0.0962
24,Ryan Bertrand,D,6,0.06808333333333334,-0.02723333333333333,0.09531666666666667
26,Mateusz Klich,M,6,0.06868333333333336,-0.02345000000000001,0.09213333333333337
28,Eric Dier,D,6,0.061816666666666666,-0.02723333333333333,0.08904999999999999
27,Jack Harrison,M,6,0.06423333333333332,-0.02345000000000001,0.08768333333333334
29,Vladimir Coufal,D,6,0.05996666666666669,-0.02723333333333333,0.08720000000000003
31,Reece James,D,6,0.05691666666666665,-0.02723333333333333,0.08414999999999997
30,Allan Saint-Maximin,M,6,0.0595,-0.02345000000000001,0.08295000000000001
32,Daniel Podence,M,6,0.057966666666666646,-0.02345000000000001,0.08141666666666665
36,Jannik Vestergaard,D,6,0.05265000000000001,-0.02723333333333333,0.07988333333333333
37,Luke Ayling,D,6,0.05241666666666667,-0.02723333333333333,0.07965
34,Timothy Castagne,D,6,0.051449999999999996,-0.02723333333333333,0.07868333333333333
10,Oliver McBurnie,F,6,0.0810166666666667,0.0056666666666666905,0.07535
39,Aaron Wan-Bissaka,D,6,0.04786666666666669,-0.02723333333333333,0.07510000000000003
42,Victor Lindelof,D,6,0.04533333333333334,-0.02723333333333333,0.07256666666666667
40,Dani Ceballos,M,6,0.048366666666666704,-0.02345000000000001,0.07181666666666671
44,Romain Saiss,D,6,0.04408333333333333,-0.02723333333333333,0.07131666666666667
45,Jan Bednarek,D,6,0.04366666666666671,-0.02723333333333333,0.07090000000000005
41,Ashley Westwood,M,6,0.04676666666666666,-0.02345000000000001,0.07021666666666666
43,Trent Alexander-Arnold,D,6,0.04191666666666664,-0.02723333333333333,0.06914999999999996
11,Che Adams,F,6,0.07286666666666664,0.0056666666666666905,0.06719999999999994
12,Michy Batshuayi,F,6,0.07268333333333332,0.0056666666666666905,0.06701666666666663
50,Nelson Semedo,D,6,0.038,-0.02723333333333333,0.06523333333333334
48,Stuart Dallas,M,6,0.041616666666666635,-0.02345000000000001,0.06506666666666665
46,James Rodriguez,M,6,0.041100000000000025,-0.02345000000000001,0.06455000000000004
49,Oriol Romeu,M,6,0.03995000000000004,-0.02345000000000001,0.06340000000000005
51,Thiago Silva,D,6,0.03573333333333332,-0.02723333333333333,0.06296666666666664
47,Ross Barkley,M,6,0.03886666666666664,-0.02345000000000001,0.062316666666666645
54,Dan Burn,D,6,0.030883333333333336,-0.02723333333333333,0.058116666666666664
53,Ben Davies,D,6,0.03086666666666667,-0.02723333333333333,0.0581
55,Antonee Robinson,D,6,0.02950000000000001,-0.02723333333333333,0.056733333333333344
58,Ethan Ampadu,D,6,0.0288833333333333,-0.02723333333333333,0.056116666666666634
52,Ezgjan Alioski,M,6,0.03238333333333332,-0.02345000000000001,0.05583333333333333
60,George Baldock,D,6,0.022683333333333316,-0.02723333333333333,0.04991666666666665
62,Christian Fuchs,D,6,0.02215000000000004,-0.02723333333333333,0.049383333333333376
61,Josh Brownhill,M,6,0.021633333333333355,-0.02345000000000001,0.045083333333333364
18,Helder Costa,F,6,0.04993333333333331,0.0056666666666666905,0.04426666666666662
59,Declan Rice,M,6,0.020449999999999968,-0.02345000000000001,0.04389999999999998
64,Andros Townsend,M,6,0.01786666666666666,-0.02345000000000001,0.04131666666666667
68,Joseph Gomez,D,6,0.012533333333333322,-0.02723333333333333,0.03976666666666665
67,James Justin,D,6,0.012149999999999994,-0.02723333333333333,0.039383333333333326
65,Nathan Redmond,M,6,0.015016666666666678,-0.02345000000000001,0.03846666666666669
66,James Tarkowski,D,6,0.010816666666666622,-0.02723333333333333,0.03804999999999995
72,Nathaniel Clyne,D,6,0.007333333333333303,-0.02723333333333333,0.034566666666666634
70,Conor Townsend,D,6,0.007316666666666675,-0.02723333333333333,0.034550000000000004
71,Filip Krovinovic,M,6,0.009983333333333344,-0.02345000000000001,0.03343333333333336
77,Wesley Fofana,D,6,0.004466666666666656,-0.02723333333333333,0.031699999999999985
75,Kyle Walker-Peters,D,6,0.00366666666666667,-0.02723333333333333,0.0309
74,Cesar Azpilicueta,D,6,0.0017499999999999922,-0.02723333333333333,0.028983333333333323
23,Karlan Grant,F,6,0.03371666666666665,0.0056666666666666905,0.02804999999999996
73,Bukayo Saka,M,6,0.002233333333333328,-0.02345000000000001,0.025683333333333336
21,Roberto Firmino,F,6,0.030699999999999988,0.0056666666666666905,0.025033333333333296
80,Jonny Evans,D,6,-0.002816666666666671,-0.02723333333333333,0.02441666666666666
76,Rodrigo,M,6,0.0008999999999999934,-0.02345000000000001,0.024350000000000004
22,Diogo Jota,F,6,0.02956666666666663,0.0056666666666666905,0.02389999999999994
78,Jordan Henderson,M,6,-0.002533333333333332,-0.02345000000000001,0.020916666666666677
82,Kieran Tierney,D,6,-0.008283333333333328,-0.02723333333333333,0.01895
81,Adam Lallana,M,6,-0.005566666666666646,-0.02345000000000001,0.017883333333333362
86,Douglas Luiz,M,6,-0.007216666666666667,-0.02345000000000001,0.016233333333333343
84,Andre-Frank Zambo Anguissa,M,6,-0.008533333333333337,-0.02345000000000001,0.014916666666666672
87,Matthew Lowton,D,6,-0.01323333333333332,-0.02723333333333333,0.014000000000000012
85,Jeffrey Schlupp,M,6,-0.011616666666666664,-0.02345000000000001,0.011833333333333345
88,Christian Pulisic,M,6,-0.014533333333333343,-0.02345000000000001,0.008916666666666666
90,Stuart Armstrong,M,6,-0.015783333333333333,-0.02345000000000001,0.007666666666666676
92,Tanguy Ndombele,M,6,-0.016566666666666657,-0.02345000000000001,0.006883333333333352
35,Rodrigo Moreno,F,6,0.011799999999999996,0.0056666666666666905,0.006133333333333306
95,Kyle Walker,D,6,-0.021683333333333332,-0.02723333333333333,0.005549999999999999
98,Ben White,D,6,-0.021800000000000003,-0.02723333333333333,0.005433333333333328
